order	mean	sd	month
1	1	0.1851523295270747	33
2	0.2394781859577875	0.16323003475843884	33
3	0.14100356775532832	0.0946098512216421	33
4	0.10303787898766648	0.06333723518989931	33
5	0.08358454470205551	0.04670722853067984	33
6	0.07181726102379285	0.03691505502068648	33
7	0.06388181817499211	0.030657500469638426	33
8	0.05811633910359666	0.02642012198447638	33
9	0.05369481605901552	0.02343177271249774	33
10	0.0501615991426109	0.021255204586272034	33
11	0.04724570732890508	0.019622183654303498	33
12	0.04477672551444558	0.01836023632683251	33
13	0.04264267278302761	0.017355446337898515	33
14	0.040767236331267095	0.016531298576936426	33
15	0.03909675125719605	0.01583578422895316	33
16	0.037592415071237784	0.015233235038019446	33
17	0.03622545707473174	0.014699023531482508	33
18	0.034974044311722734	0.0142160535685511	33
19	0.033821244383352406	0.013772394630140588	33
20	0.03275365196614996	0.0133596629826158	33
1	1	0.21406555061365257	34
2	0.22582892934037999	0.16964920260068483	34
3	0.12740765595727446	0.09769309965745411	34
4	0.09051288708867754	0.0635104399167645	34
5	0.07227726912406372	0.04468144249712888	34
6	0.06169536075642041	0.033390269598066326	34
7	0.05485451927649202	0.026185417921996246	34
8	0.05007604671995154	0.021418410295192484	34
9	0.04653329128328685	0.01820797296058372	34
10	0.04377695967821049	0.016021875060289334	34
11	0.04154552495329768	0.014512749647316473	34
12	0.039679026954464965	0.013448939633571072	34
13	0.03807569101962491	0.012677695368785819	34
14	0.036668466331429485	0.012100185639816262	34
15	0.03541170269434557	0.011653217641427053	34
16	0.03427332113435343	0.011296345627108226	34
17	0.03323008949600675	0.01100330333680566	34
18	0.03226470506572004	0.01075658122491043	34
19	0.03136395248952052	0.01054410284609136	34
20	0.03051751374039103	0.01035722140053641	34
1	1	0.2373705753510645	35
2	0.21574423350442176	0.16567376560290295	35
3	0.11988278336503132	0.09324290282834889	35
4	0.08532839714328608	0.0594174625202159	35
5	0.06874424051267322	0.0409952783440936	35
6	0.05924575878100292	0.030130379720545223	35
7	0.05308706113416813	0.02329607724154876	35
8	0.04872973212689058	0.018789724511317822	35
9	0.04544809951162168	0.015722739780988614	35
10	0.04285955551618931	0.013588117380100606	35
11	0.040744115244462635	0.012074473476395148	35
12	0.038966518094219	0.010981785047877694	35
13	0.03743904092713728	0.010178616158060273	35
14	0.036102246035559456	0.00957745029612727	35
15	0.034914361548525084	0.009119269237431298	35
16	0.033845117529101146	0.008763652484057978	35
17	0.032872009378327384	0.008482421015553557	35
18	0.03197794245646207	0.008255569456772947	35
19	0.031149693272733703	0.008068651447572102	35
20	0.030376871053179395	0.007911075718891115	35
1	0.9999999999999999	0.24651977165607594	36
2	0.27090289103039317	0.17814902568233332	36
3	0.16493160466558776	0.1141577461264948	36
4	0.1210116942255031	0.07993621074180018	36
5	0.09750679408397268	0.05874943776409374	36
6	0.08304703755491154	0.04488769279625332	36
7	0.07330628606669293	0.03549925929744363	36
8	0.06630702413462661	0.02897564293622334	36
9	0.06102568541492483	0.024337365276555684	36
10	0.05688393915562259	0.020960737894377173	36
11	0.05353328128971025	0.01844059079865666	36
12	0.05075282758231323	0.016511903236066768	36
13	0.04839655458930257	0.015000608841323046	36
14	0.046364334447920465	0.01379143039274709	36
15	0.04458526976500068	0.01280682364485643	36
16	0.04300772935716822	0.011993398734086117	36
17	0.04159318457732784	0.011313306422828734	36
18	0.040312275023663496	0.010738836588464716	36
19	0.039142222195577996	0.01024904667451919	36
20	0.03806508170590017	0.00982765088400952	36
1	0.9999999999999998	0.1886526027868201	37
2	0.2647339978383574	0.16305658068720044	37
3	0.1663303294177046	0.09643702388216815	37
4	0.12815324136139358	0.06317294586856806	37
5	0.10865397997745323	0.04442737972658734	37
6	0.09689126725984953	0.03329124369867924	37
7	0.08893774640736984	0.026398428096291317	37
8	0.08311630459293949	0.021967899231436397	37
9	0.07861070554788732	0.019005358073269092	37
10	0.07498021316373255	0.01693780972568471	37
11	0.07196622251380713	0.015430126760111648	37
12	0.06940642189681417	0.014284346217363766	37
13	0.06719313207631451	0.013381723078537128	37
14	0.06525156382572628	0.012649202439574287	37
15	0.06352776915649558	0.012040240591838506	37
16	0.06198161064356781	0.011523941856336041	37
17	0.06058246511066727	0.011078908201189433	37
18	0.059306485710691095	0.010689718735823778	37
19	0.05813478950793397	0.01034487030577921	37
20	0.057052216249275756	0.010035535290258942	37
1	0.9999999999999998	0.1759157567553612	38
2	0.2792774498229046	0.1616737899055162	38
3	0.17692880032768732	0.09252868718049435	38
4	0.13683314459195695	0.058169033501722874	38
5	0.11659409265979741	0.039821819811394404	38
6	0.10462356989317871	0.029551638565683342	38
7	0.09671521603649125	0.023496491450629653	38
8	0.09106194471789317	0.019758651463123493	38
9	0.08677596773691584	0.017366599092389762	38
10	0.08337292954605836	0.015785114602432017	38
11	0.0805676107852685	0.014699548318611665	38
12	0.07818274126943031	0.013918828962207292	38
13	0.07610372113103797	0.013326077885588221	38
14	0.07425413985864925	0.012849917393844805	38
15	0.07258168970007153	0.012446776626810485	38
16	0.07104969470413851	0.012089941530840047	38
17	0.06963185108662825	0.011762876591833234	38
18	0.06830887966473115	0.011455205443087941	38
19	0.06706635074852638	0.011160307306367957	38
20	0.06589324451037355	0.01087387914860967	38
1	0.9999999999999998	0.1893199194408439	39
2	0.29054359936668056	0.16227054650150435	39
3	0.19224698030270596	0.09383980817675834	39
4	0.15406935400677568	0.060903938803243525	39
5	0.1342308871330852	0.04438706847255524	39
6	0.12174281494975543	0.03568583614854388	39
7	0.11283139255733843	0.030620367258457397	39
8	0.10596107110962007	0.02730088125254678	39
9	0.10040286081739712	0.024892678711065853	39
10	0.09576083602767842	0.023009801725626614	39
11	0.0917961372536765	0.021458749016720218	39
12	0.08835306327019499	0.0201343469222012	39
13	0.08532410424673552	0.01897539923708516	39
14	0.08263163666836817	0.01794410115595555	39
15	0.08021757024673018	0.01701568093270943	39
16	0.07803714445071193	0.01617289007516537	39
17	0.07605503890861817	0.01540297445927182	39
18	0.07424283855333724	0.01469597537916666	39
19	0.07257732300912373	0.014043761242504617	39
20	0.07103927446315272	0.013439465721735594	39
1	0.9999999999999998	0.21642001906307243	40
2	0.2553021167415011	0.1620575384688254	40
3	0.16313440064929133	0.08653010115168834	40
4	0.1302112945242238	0.05178508817613716	40
5	0.11421030159228392	0.03525437409844106	40
6	0.10453087807625287	0.027303126453034586	40
7	0.09771884126915348	0.02316731145576651	40
8	0.09245461623553439	0.02071679173164417	40
9	0.08815219776689354	0.01906674007238328	40
10	0.0845117390753865	0.017840306828728794	40
11	0.08136027462724854	0.01686142647044953	40
12	0.07858819981664113	0.01603896404585217	40
13	0.07612088870182696	0.015321667495469267	40
14	0.07390465764096231	0.01467881417868908	40
15	0.07189921804862448	0.01409098197734932	40
16	0.07007333124145676	0.013545298263170937	40
17	0.06840215745433882	0.01303286410215576	40
18	0.06686555403424925	0.012547299611409442	40
19	0.06544693281142125	0.01208388961446493	40
20	0.0641324624468816	0.011639061105870185	40
1	0.9999999999999999	0.22457947550487176	41
2	0.2755476789389437	0.15626959003184737	41
3	0.1801790672820697	0.08624138855846372	41
4	0.1436456899247233	0.054087196734725354	41
5	0.12473362551495523	0.038426112407616064	41
6	0.11286688971204101	0.030319213352595048	41
7	0.10444744403057242	0.02559415937545868	41
8	0.09800740237924048	0.02246539903154266	41
9	0.09284186991820018	0.020186221900542728	41
10	0.08856259106600937	0.018419384712876342	41
11	0.0849326738097071	0.016991313872486688	41
12	0.08179680567488747	0.01580105855617469	41
13	0.07904783025419536	0.014784569899284623	41
14	0.07660896225729028	0.013898823274079727	41
15	0.07442353366522547	0.013113771659266837	41
16	0.07244871424243565	0.012407841759635822	41
17	0.07065148072875459	0.011765233294225139	41
18	0.06900592918475004	0.01117421078032115	41
19	0.06749142627183488	0.010625971361460927	41
20	0.06609130498550485	0.010113862698993484	41
1	0.9999999999999998	0.19977584046524507	42
2	0.2514700698018757	0.15880234187726275	42
3	0.1601003788669104	0.0861002298746749	42
4	0.12627049917478073	0.05398779600877747	42
5	0.10884867975822142	0.03888092457550545	42
6	0.09789795148859429	0.031154041626774386	42
7	0.09015395326998693	0.026598958307655598	42
8	0.08428972540074134	0.02353512469416946	42
9	0.07965357320694126	0.021293606858632123	42
10	0.07587414909025285	0.019574132438930268	42
11	0.07271758235299774	0.018215639814626778	42
12	0.07002702640719709	0.017118006699822	42
13	0.06769294004804056	0.01621324822247319	42
14	0.065636629589856	0.015452948584567427	42
15	0.063800345900792	0.014801656234900474	42
16	0.062140982448594936	0.014232930648482245	42
17	0.06062590319603514	0.013726797867696216	42
18	0.05923009640168749	0.013268040390923016	42
19	0.0579341855087472	0.012845009076488684	42
20	0.05672301082757274	0.012448772527047238	42
